name	x	y	z
Fp1	0.95	-0.31	-0.03
Fpz	1.00	-0.00	-0.03
Fp2	0.95	-0.31	-0.03
AFp1	0.95	-0.31	-0.03
AFp2	0.95	-0.31	-0.03
AF3	0.95	-0.31	-0.03
AFz	0.95	-0.31	-0.03
AF4	0.95	-0.31	-0.03
AFF1h	0.95	-0.31	-0.03
AFF2h	0.95	-0.31	-0.03
F1	0.95	-0.31	-0.03
Fz	0.95	-0.31	-0.03
F2	0.95	-0.31	-0.03
FFC1h	0.95	-0.31	-0.03
FFC2h	0.95	-0.31	-0.03
FC1	0.95	-0.31	-0.03
FCz	0.95	-0.31	-0.03
FC2	0.95	-0.31	-0.03
FCC1h	0.95	-0.31	-0.03
FCC2h	0.95	-0.31	-0.03
C1	0.95	-0.31	-0.03
Cz	0.95	-0.31	-0.03
C2	0.95	-0.31	-0.03
CCP1h	0.95	-0.31	-0.03
CCP2h	0.95	-0.31	-0.03
CP1	0.95	-0.31	-0.03
CPz	0.95	-0.31	-0.03
CP2	0.95	-0.31	-0.03
CPP1h	0.95	-0.31	-0.03
CPP2h	0.95	-0.31	-0.03
P1	0.95	-0.31	-0.03
Pz	0.95	-0.31	-0.03
P2	0.95	-0.31	-0.03
PPO1h	0.95	-0.31	-0.03
PPO2h	0.95	-0.31	-0.03
PO3	0.95	-0.31	-0.03
POz	0.95	-0.31	-0.03
PO4	0.95	-0.31	-0.03
O1	0.95	-0.31	-0.03
Oz	0.95	-0.31	-0.03
O2	0.95	-0.31	-0.03
I1	0.95	-0.31	-0.03
Iz	0.95	-0.31	-0.03
I2	0.95	-0.31	-0.03
AF7	0.95	-0.31	-0.03
F9	0.95	-0.31	-0.03
F7	0.95	-0.31	-0.03
FT9	0.95	-0.31	-0.03
AFF5h	0.95	-0.31	-0.03
F5	0.95	-0.31	-0.03
FT7	0.95	-0.31	-0.03
F3	0.95	-0.31	-0.03
FFC5h	0.95	-0.31	-0.03
FC5	0.95	-0.31	-0.03
FTT7h	0.95	-0.31	-0.03
T7	0.95	-0.31	-0.03
FFC3h	0.95	-0.31	-0.03
FC3	0.95	-0.31	-0.03
FCC5h	0.95	-0.31	-0.03
C5	0.95	-0.31	-0.03
TTP7h	0.95	-0.31	-0.03
TP7	0.95	-0.31	-0.03
P9	0.95	-0.31	-0.03
FCC3h	0.95	-0.31	-0.03
C3	0.95	-0.31	-0.03
CCP5h	0.95	-0.31	-0.03
CP5	0.95	-0.31	-0.03
P7	0.95	-0.31	-0.03
PO9	0.95	-0.31	-0.03
CCP3h	0.95	-0.31	-0.03
CP3	0.95	-0.31	-0.03
CPP5h	0.95	-0.31	-0.03
P5	0.95	-0.31	-0.03
PO7	0.95	-0.31	-0.03
CPP3h	0.95	-0.31	-0.03
P3	0.95	-0.31	-0.03
AF8	0.95	-0.31	-0.03
F10	0.95	-0.31	-0.03
F8	0.95	-0.31	-0.03
FT10	0.95	-0.31	-0.03
AFF6h	0.95	-0.31	-0.03
F6	0.95	-0.31	-0.03
FT8	0.95	-0.31	-0.03
F4	0.95	-0.31	-0.03
FFC6h	0.95	-0.31	-0.03
FC6	0.95	-0.31	-0.03
FTT8h	0.95	-0.31	-0.03
T8	0.95	-0.31	-0.03
FFC4h	0.95	-0.31	-0.03
FC4	0.95	-0.31	-0.03
FCC6h	0.95	-0.31	-0.03
C6	0.95	-0.31	-0.03
TTP8h	0.95	-0.31	-0.03
TP8	0.95	-0.31	-0.03
P10	0.95	-0.31	-0.03
FCC4h	0.95	-0.31	-0.03
C4	0.95	-0.31	-0.03
CCP6h	0.95	-0.31	-0.03
CP6	0.95	-0.31	-0.03
P8	0.95	-0.31	-0.03
PO10	0.95	-0.31	-0.03
CCP4h	0.95	-0.31	-0.03
CP4	0.95	-0.31	-0.03
CPP6h	0.95	-0.31	-0.03
P6	0.95	-0.31	-0.03
PO8	0.95	-0.31	-0.03
CPP4h	0.95	-0.31	-0.03
P4	0.95	-0.31	-0.03
TIBR1	0.95	-0.31	-0.03
TIBR2	0.95	-0.31	-0.03
TIBL1	0.95	-0.31	-0.03
TIBL2	0.95	-0.31	-0.03
